condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,479.2747421500414,18.14814814814815,80.48817670883854,9.875771574795097
B,9,951.2561944557181,96.66666666666667,82.18364401027627,3.3333333333333344
C,9,768.985179374958,98.51851851851852,122.5479819162635,2.421610524189263
