condition,n_events,median_ms,mean_ms,sd_ms,min_ms,p95_ms,max_ms
A,263,424.59774017333984,479.00974070617906,279.8692697935213,278.2330513000488,712.100529670715,3555.9520721435547
B,268,902.5967121124268,951.6717800453528,282.7995141847973,440.52600860595703,1392.3009037971497,3272.846221923828
C,268,712.8669023513794,768.435286941813,308.0628606005167,403.16295623779297,1196.4578986167903,4000.7667541503906
