condition,n,rt_ms,fa_pct,rt_sd_ms,fa_sd_pct
A,9,628.4592600770076,22.22222222222222,214.61012420526433,10.137937550497032
B,9,1161.3388084860705,88.51851851851852,226.78032022433214,6.689774765995715
C,9,714.44282884951,98.14814814814815,90.31540109930879,3.379312516832345
