participant,finger_id,x,y,estimator
P08,1,0.9997208383348253,0.3055596464350996,naive
P08,2,1.0521008462616892,0.40075445589708925,naive
P08,3,1.1977310570803557,0.5106032972569233,naive
P08,4,1.3201091686884563,0.6022019145034609,naive
P08,5,1.220342743396759,0.3956536421970446,naive
P08,1,0.8469410151172755,0.3055596464350996,oldham
P08,2,0.8517236183131446,0.40075445589708925,oldham
P08,3,0.942429408451894,0.5106032972569233,oldham
P08,4,1.0190082114367258,0.6022019145034609,oldham
P08,5,1.0225159222982367,0.3956536421970446,oldham
P08,1,1.0861264616250992,0.23643514780288055,split_half
P08,2,1.0799904385128536,0.3651711830249138,split_half
P08,3,1.1861408869425456,0.5245115014222953,split_half
P08,4,1.334944106914379,0.5754990256968,split_half
P08,5,1.307810283842541,0.29897899223065394,split_half
