participant,trial_index,condition,condition_label,level,level_symbol,sequence,quiz_name,guidance_type,note_count,analyzed,sync_method,sync_offset_s,key_accuracy,hits,misses,fa_main,fa_given_key,key_acc_given_finger,mean_rt_s,rt_correct_key_s,rt_complete_s,median_rt_s,sd_rt_s,min_rt_s,max_rt_s,p95_rt_s,rt_slope_s_per_event,first_half_fa,first_half_rt_s,second_half_fa,second_half_rt_s,timeout_rate,wrong_key,key_ok_wrong_finger,wrong_key_mean_semitones,wrong_key_below,wrong_key_above,unresolved_rate,ambiguous_rate,mean_target_prob,mean_top_margin,borderline_events,manual_corrections,suspected_carryover,excluded_carryover,qc_extra_presses,qc_double_hits,qc_inter_trial_presses,same_hand_n,same_hand_fa,same_hand_rt_s,hand_switch_n,hand_switch_fa,hand_switch_rt_s,fa_L1,te_L1_s,n_L1,fa_L2,te_L2_s,n_L2,fa_L3,te_L3_s,n_L3,fa_L4,te_L4_s,n_L4,fa_L5,te_L5_s,n_L5,fa_R1,te_R1_s,n_R1,fa_R2,te_R2_s,n_R2,fa_R3,te_R3_s,n_R3,fa_R4,te_R4_s,n_R4,fa_R5,te_R5_s,n_R5,fa_theta_0.30,fa_theta_0.35,fa_theta_0.45,fa_theta_0.50
P06,11,C,Vibrotactile finger guidance,alpha,α,1799551287-α-8,P06-T11-Cα,haptic,30,True,auto,0.059052133560180686,1.0,30,0,1.0,1.0,1.0,0.7244583288828532,0.7244583288828532,0.7244583288828532,0.6867673397064209,0.18142199374376025,0.4578738212585449,1.2283499240875244,1.117051124572754,0.0066137158963518496,1.0,0.6806513627370199,1.0,0.7682652950286866,0.0,0,0,,0,0,0.0,0.0,0.8132961518135645,0.6632928156233582,0,0,0,0,0,0,0,19,1.0,0.7167797214106509,10,1.0,0.74346764087677,1.0,0.6535590489705404,3,1.0,0.6296087673732212,7,1.0,0.7966738224029541,5,1.0,1.0042011737823486,1,1.0,0.8315410614013672,1,,,0,1.0,0.4864393472671509,2,1.0,0.6650350093841553,3,1.0,0.8619074821472168,5,1.0,0.7563929557800293,3,1.0,1.0,1.0,1.0
P06,12,B,Visual finger-cue guidance,beta,β,1799551287-β-2,P06-T12-Bβ,visual,30,True,auto,0.05764662424723305,1.0,30,0,0.9666666666666667,0.9666666666666667,1.0,1.3821003595987955,1.3821003595987955,1.365548273612713,1.1378090381622314,0.65452906598015,0.7070181369781494,3.291184902191162,3.2589120864868164,-0.04060641014005768,0.9333333333333333,1.77332337697347,1.0,0.990877342224121,0.0,0,1,,0,0,0.0,0.0,0.8108527823283235,0.7112049790587407,0,0,0,0,0,0,0,16,1.0,1.2815887928009033,13,0.9230769230769231,1.5308979291182299,1.0,1.0559170246124268,1,1.0,1.1658080418904622,3,1.0,1.19380784034729,2,1.0,1.3577457904815673,5,1.0,2.5195146401723227,3,1.0,1.214588463306427,4,0.5,1.616136908531189,2,1.0,1.057912786801656,6,1.0,1.0109593868255615,2,1.0,1.8573789596557617,2,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667
P06,13,A,Key-only practice,gamma,γ,1799551287-γ-8,P06-T13-Aγ,key-only,30,True,auto,0.06139558156331382,1.0,30,0,0.16666666666666666,0.16666666666666666,1.0,0.5510073661804199,0.5510073661804199,0.5242665767669678,0.5028550624847412,0.17220665226464577,0.34796786308288574,1.0722501277923584,0.8057639598846436,-0.0007914437070174,0.3333333333333333,0.5535271326700847,0.0,0.5484875996907552,0.0,0,25,,0,0,0.0,0.03333333333333333,0.15644605419893542,0.7134005864008108,0,0,0,0,1,1,0,14,0.14285714285714285,0.5096728120531354,15,0.2,0.5731831073760987,0.0,0.4083867867787679,3,0.0,0.6348357796669006,4,0.0,0.41715844472249347,3,0.0,0.501583973566691,3,0.0,0.6222183704376221,3,0.0,0.42017102241516113,1,0.75,0.43155670166015625,4,0.5,0.5966354608535767,2,0.0,0.7288916110992432,3,0.25,0.6541228890419006,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
P06,14,A,Key-only practice,beta,β,1799551287-β-7,P06-T14-Aβ,key-only,30,True,auto,0.05810322761535647,1.0,30,0,0.2,0.2,1.0,0.43162248929341634,0.43162248929341634,0.3397170305252075,0.3612004518508911,0.2652514781771842,0.2942979335784912,1.7298698425292969,0.7069039344787598,-0.008043584091644797,0.2,0.45104732513427737,0.2,0.4121976534525553,0.0,0,24,,0,0,0.0,0.0,0.21191945300887552,0.6029952177108587,0,0,0,0,0,0,0,15,0.26666666666666666,0.3981540997823079,14,0.14285714285714285,0.3747495242527553,0.0,0.38025689125061035,2,0.0,0.4021756649017334,6,0.0,0.35253727436065674,4,0.0,0.4461106061935425,2,0.0,0.4218285083770752,2,0.0,0.6229841232299804,5,1.0,0.32184743881225586,3,0.75,0.4449159502983093,4,0.0,0.37861084938049316,1,0.0,0.39034199714660645,1,0.26666666666666666,0.2,0.2,0.2
P06,15,B,Visual finger-cue guidance,gamma,γ,1799551287-γ-5,P06-T15-Bγ,visual,30,True,auto,0.0565556208292643,1.0,30,0,0.9666666666666667,0.9666666666666667,1.0,1.211894702911377,1.211894702911377,1.205880280198722,1.1332125663757324,0.37735832984237355,0.6721322536468506,2.1390368938446045,2.1192688941955566,-0.01390439055785454,1.0,1.297939380009969,0.9333333333333333,1.1258500258127848,0.0,0,1,,0,0,0.0,0.0,0.8189065945001531,0.7250209897952382,0,0,0,0,0,0,0,12,0.9166666666666666,1.2152248819669087,17,1.0,1.2060267925262451,0.75,1.51801198720932,4,1.0,0.8693904876708984,2,1.0,0.9762542247772217,3,1.0,1.5631129741668701,2,1.0,1.1489764054616292,3,1.0,1.158552646636963,5,1.0,1.180665095647176,3,1.0,1.4031449556350708,2,1.0,1.361998716990153,3,1.0,0.939016580581665,3,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667
P06,16,C,Vibrotactile finger guidance,gamma,γ,1799551287-γ-1,P06-T16-Cγ,haptic,30,True,auto,0.05748545328776039,1.0,30,0,1.0,1.0,1.0,0.6632241487503052,0.6632241487503052,0.6632241487503052,0.6267030239105225,0.13741875343855867,0.4422309398651123,0.9776492118835449,0.8948500156402588,0.001199938855791782,1.0,0.6440793355305989,1.0,0.6823689619700114,0.0,0,0,,0,0,0.0,0.03333333333333333,0.8144598191650216,0.664513961943569,0,1,0,0,0,0,0,12,1.0,0.6672637065251669,17,1.0,0.6499461145961986,1.0,0.617851972579956,1,1.0,0.6117293357849121,5,1.0,0.738604466120402,3,1.0,0.6974729537963867,5,1.0,0.7816500663757324,2,1.0,0.6312613487243652,3,1.0,0.4552601973215739,3,1.0,0.6762776374816895,3,1.0,0.7829210758209229,1,1.0,0.7206072211265564,4,1.0,1.0,1.0,0.9666666666666667
P06,17,C,Vibrotactile finger guidance,alpha,α,1799551287-α-4,P06-T17-Cα,haptic,30,True,auto,0.05786954561869301,1.0,30,0,1.0,1.0,1.0,0.7509431123733521,0.7509431123733521,0.7509431123733521,0.6884521245956421,0.23471646743237068,0.44605112075805664,1.6886649131774902,1.0776398181915283,0.00719492199423581,1.0,0.7094433784484864,1.0,0.7924428462982178,0.0,0,0,,0,0,0.0,0.03333333333333333,0.7945635871236822,0.6298899069691748,0,0,0,0,0,0,0,20,1.0,0.7739968061447143,9,1.0,0.7142659028371176,,,0,1.0,0.6442004442214966,2,1.0,0.6427863836288452,2,1.0,0.9217081467310587,6,1.0,0.7456998825073242,7,1.0,0.6199641227722168,1,1.0,0.5361043612162272,3,1.0,0.7915143013000489,5,1.0,0.5944738388061523,1,1.0,0.8079497019449869,3,1.0,1.0,1.0,0.9666666666666667
P06,18,B,Visual finger-cue guidance,alpha,α,1799551287-α-9,P06-T18-Bα,visual,30,True,auto,0.056927792231241836,1.0,30,0,0.9666666666666667,0.9666666666666667,1.0,1.1048495531082154,1.1048495531082154,1.0805607335320835,0.951493501663208,0.46023393150652137,0.674062967300415,2.4568920135498047,2.25787091255188,-0.02127956336279202,0.9333333333333333,1.3336195627848306,1.0,0.8760795434315999,0.0,0,1,,0,0,0.0,0.0,0.8316924214986213,0.7445140295898759,0,0,0,0,0,0,0,19,1.0,0.9406344388660631,10,0.9,1.3724494934082032,1.0,1.1911036173502605,3,1.0,0.912758469581604,4,1.0,1.235369046529134,3,1.0,1.051876703898112,6,1.0,1.0153038501739502,1,1.0,1.4842385649681091,4,1.0,0.7201132774353027,3,1.0,0.9292382001876831,2,1.0,1.0620770454406738,2,0.5,1.4042730331420898,2,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667
P06,19,A,Key-only practice,gamma,γ,1799551287-γ-6,P06-T19-Aγ,key-only,30,True,auto,0.056689882278442405,1.0,30,0,0.03333333333333333,0.03333333333333333,1.0,0.5066506147384644,0.5066506147384644,0.37893104553222656,0.4202171564102173,0.37211517048339693,0.32703113555908203,2.429276704788208,0.6766798496246338,-0.01177589922513527,0.06666666666666667,0.5715009212493897,0.0,0.4418003082275391,0.0,0,29,,0,0,0.0,0.0,0.06715868149895582,0.6552594458279477,0,0,0,0,2,2,0,13,0.0,0.4200392503004808,16,0.0625,0.45685821771621704,0.0,0.4686430295308431,3,0.0,0.9826824069023132,4,0.0,0.37276649475097656,2,0.0,0.41698992252349854,2,0.0,0.39467422167460126,3,0.0,0.6766798496246338,1,0.3333333333333333,0.48124027252197266,3,0.0,0.4432005286216736,4,0.0,0.3793089985847473,4,0.0,0.4222213625907898,4,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
P06,20,C,Vibrotactile finger guidance,beta,β,1799551287-β-1,P06-T20-Cβ,haptic,30,True,auto,0.05895605087280276,1.0,30,0,1.0,1.0,1.0,0.6718317111333211,0.6718317111333211,0.6718317111333211,0.6650668382644653,0.14728071202179857,0.4599449634552002,1.1436710357666016,0.8859519958496094,-0.001485698082555785,1.0,0.6699982484181722,1.0,0.67366517384847,0.0,0,0,,0,0,0.0,0.0,0.8211399540267751,0.6765350719329374,0,0,0,0,0,0,0,16,1.0,0.706452026963234,13,1.0,0.638037369801448,1.0,0.7170704205830892,3,1.0,0.5467574596405029,2,1.0,0.6535213947296142,5,1.0,0.9879299402236938,2,1.0,0.7466864585876465,2,1.0,0.5082550048828125,3,1.0,0.5243914922078451,3,1.0,0.6415499051411947,3,1.0,0.7330549558003744,3,1.0,0.7379078269004822,4,1.0,1.0,1.0,1.0
P06,21,B,Visual finger-cue guidance,gamma,γ,1799551287-γ-7,P06-T21-Bγ,visual,30,True,auto,0.05812942186991371,1.0,30,0,0.8666666666666667,0.8666666666666667,1.0,1.207038982709249,1.207038982709249,1.239983787903419,1.0696460008621216,0.4136191297158239,0.7226319313049316,2.347212076187134,2.2216856479644775,-0.0059901146787955314,0.9333333333333333,1.2515356381734213,0.8,1.1625423272450766,0.0,0,4,,0,0,0.0,0.0,0.6939065992624961,0.6409146699956194,1,0,0,0,0,0,0,13,0.9230769230769231,1.2466711631188025,16,0.8125,1.1909469664096832,1.0,1.636133849620819,4,1.0,1.3662657737731934,1,1.0,1.649259328842163,3,1.0,0.9782906770706177,2,0.75,1.0785452127456665,4,1.0,0.9183250665664673,2,1.0,1.0147308111190796,4,0.6,0.9940573692321777,5,1.0,1.6004645824432373,2,0.6666666666666666,1.0050129095713298,3,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.8333333333333334
P06,22,C,Vibrotactile finger guidance,beta,β,1799551287-β-3,P06-T22-Cβ,haptic,30,True,auto,0.05755009651184084,1.0,30,0,1.0,1.0,1.0,0.8913174629211426,0.8913174629211426,0.8913174629211426,0.835015058517456,0.26031683722132254,0.5526459217071533,1.5815792083740234,1.5557291507720947,-0.013381400972903109,1.0,1.0302141348520915,1.0,0.7524207909901937,0.0,0,0,,0,0,0.0,0.0,0.7969537049237947,0.6466067918082401,0,0,0,0,1,1,0,16,1.0,0.8792871087789536,13,1.0,0.8907626225398138,1.0,0.8222341537475586,1,1.0,0.7396959066390991,2,1.0,0.8707998991012573,4,1.0,0.992597758769989,4,1.0,0.914924701054891,3,1.0,0.7166221141815186,1,1.0,0.6808043320973715,3,1.0,0.8772424856821696,6,1.0,1.1006376147270203,4,1.0,0.9072463512420654,2,1.0,1.0,1.0,1.0
P06,23,B,Visual finger-cue guidance,alpha,α,1799551287-α-7,P06-T23-Bα,visual,30,True,auto,0.057587289810180686,1.0,30,0,0.9666666666666667,0.9666666666666667,1.0,0.8154590447743734,0.8154590447743734,0.8030386628775761,0.800014853477478,0.19469673265526205,0.5753481388092041,1.4478089809417725,1.1756501197814941,-0.004330070610173686,0.9333333333333333,0.849260663986206,1.0,0.7816574255625407,0.0,0,1,,0,0,0.0,0.0,0.8205476397329423,0.7153398685007456,0,0,0,0,0,0,0,19,1.0,0.7491961403896934,10,0.9,0.8781235694885254,1.0,1.072486162185669,1,1.0,0.7554925509861538,7,1.0,1.0045582056045532,4,1.0,0.8367211818695068,1,,,0,1.0,0.769582986831665,5,1.0,0.649449348449707,5,1.0,0.6492409706115723,1,1.0,0.838374674320221,4,0.5,1.07499098777771,2,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667
P06,24,B,Visual finger-cue guidance,gamma,γ,1799551287-γ-2,P06-T24-Bγ,visual,30,True,auto,0.057214609781901016,1.0,30,0,0.9666666666666667,0.9666666666666667,1.0,1.031013043721517,1.031013043721517,1.0318261179430732,0.9728080034255981,0.34357347187279275,0.5777280330657959,2.3436338901519775,1.5865888595581055,-0.017285571241537907,1.0,1.1482931613922118,0.9333333333333333,0.9137329260508219,0.0,0,1,,0,0,0.0,0.0,0.7876510030137629,0.6629651342009613,0,0,0,0,0,0,0,13,1.0,0.9151971706977258,16,0.9375,1.0430746376514435,1.0,0.977447509765625,2,1.0,0.819178581237793,3,1.0,0.8714439868927002,3,1.0,1.3828166325887044,3,1.0,1.0948357105255127,5,1.0,1.1651250123977661,4,,,0,0.8,0.8926326274871826,5,1.0,1.1855840682983398,2,1.0,0.9287229379018148,3,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667
P06,25,B,Visual finger-cue guidance,beta,β,1799551287-β-8,P06-T25-Bβ,visual,30,True,auto,0.05642023086547854,1.0,30,0,1.0,1.0,1.0,0.9343656142552693,0.9343656142552693,0.9343656142552693,0.8589485883712769,0.2894465568045702,0.6258101463317871,1.621269941329956,1.5782020092010498,-0.008988513193353264,1.0,0.9900885581970215,1.0,0.8786426703135173,0.0,0,0,,0,0,0.0,0.03333333333333333,0.8268344019304104,0.6945933934796916,0,0,0,0,0,0,0,15,1.0,0.8854791323343912,14,1.0,0.9407556738172259,1.0,0.9212449789047241,2,1.0,0.7417446772257487,6,1.0,0.9351714611053467,5,1.0,0.9365870952606201,1,1.0,1.2607494592666626,2,,,0,1.0,0.7903871138890585,6,1.0,1.236901044845581,3,1.0,1.0302082538604735,5,,,0,1.0,1.0,1.0,0.9666666666666667
P06,26,A,Key-only practice,beta,β,1799551287-β-9,P06-T26-Aβ,key-only,30,True,auto,0.05775418281555178,1.0,30,0,0.13333333333333333,0.13333333333333333,1.0,0.36667590936024985,0.36667590936024985,0.3855276107788086,0.3442591428756714,0.07291898529730396,0.263718843460083,0.5370538234710693,0.5112729072570801,-0.0020312861420288763,0.2,0.37161879539489745,0.06666666666666667,0.3617330233256022,0.0,0,26,,0,0,0.0,0.0,0.13612156363389252,0.6267637002046382,1,0,0,0,2,2,0,15,0.13333333333333333,0.3419992923736572,14,0.14285714285714285,0.3809452908379691,0.0,0.3708959579467773,5,0.2,0.38666200637817383,5,0.0,0.3679889440536499,2,0.0,0.38864004611968994,2,,,0,0.0,0.3439202308654785,1,1.0,0.38596947987874347,3,0.0,0.368927001953125,2,0.0,0.36539916197458905,6,0.0,0.3167879581451416,4,0.16666666666666666,0.16666666666666666,0.13333333333333333,0.13333333333333333
P06,27,A,Key-only practice,alpha,α,1799551287-α-5,P06-T27-Aα,key-only,30,True,auto,0.059536806742350235,1.0,30,0,0.26666666666666666,0.26666666666666666,1.0,0.47277668317159016,0.47277668317159016,0.5138855874538422,0.39623844623565674,0.21044667688271143,0.31235408782958984,1.4015161991119385,0.8769102096557617,-0.010178276057768453,0.2,0.5512374718983968,0.3333333333333333,0.39431589444478354,0.0,0,22,,0,0,0.0,0.0,0.2602313593317588,0.5804935897270223,1,0,0,0,2,2,0,19,0.15789473684210525,0.42271512433102254,10,0.5,0.4750196933746338,0.0,0.45758986473083496,2,0.0,0.4903525114059448,2,0.6,0.45261850357055666,5,0.16666666666666666,0.40213437875111896,6,0.0,0.38434088230133057,2,0.0,0.40339191754659015,3,1.0,0.5645173192024231,4,0.0,0.3635152578353882,4,0.0,0.5190129280090332,1,0.0,1.4015161991119385,1,0.3,0.26666666666666666,0.23333333333333334,0.23333333333333334
