participant,trial_index,condition,condition_label,level,level_symbol,sequence,quiz_name,guidance_type,note_count,analyzed,sync_method,sync_offset_s,key_accuracy,hits,misses,fa_main,fa_given_key,key_acc_given_finger,mean_rt_s,rt_correct_key_s,rt_complete_s,median_rt_s,sd_rt_s,min_rt_s,max_rt_s,p95_rt_s,rt_slope_s_per_event,first_half_fa,first_half_rt_s,second_half_fa,second_half_rt_s,timeout_rate,wrong_key,key_ok_wrong_finger,wrong_key_mean_semitones,wrong_key_below,wrong_key_above,unresolved_rate,ambiguous_rate,mean_target_prob,mean_top_margin,borderline_events,manual_corrections,suspected_carryover,excluded_carryover,qc_extra_presses,qc_double_hits,qc_inter_trial_presses,same_hand_n,same_hand_fa,same_hand_rt_s,hand_switch_n,hand_switch_fa,hand_switch_rt_s,fa_L1,te_L1_s,n_L1,fa_L2,te_L2_s,n_L2,fa_L3,te_L3_s,n_L3,fa_L4,te_L4_s,n_L4,fa_L5,te_L5_s,n_L5,fa_R1,te_R1_s,n_R1,fa_R2,te_R2_s,n_R2,fa_R3,te_R3_s,n_R3,fa_R4,te_R4_s,n_R4,fa_R5,te_R5_s,n_R5,fa_theta_0.30,fa_theta_0.35,fa_theta_0.40,fa_theta_0.45,fa_theta_0.50
P13,1,B,Visual finger-cue guidance,alpha,α,1799551287-α-8,P13-T01-Bα,visual,30,True,manual,0.03385861714680988,0.9666666666666667,29,0,0.9333333333333333,0.9655172413793104,0.9655172413793104,0.9627749522527059,0.9566629837299215,0.9605460592678615,0.9179174900054932,0.19574484729371325,0.6471443176269531,1.4209847450256348,1.364799976348877,-0.01257364301713343,0.8666666666666667,1.0486729621887207,1.0,0.8768769423166911,0.0,1,1,4,1,0,0.0,0.2,0.681422136021111,0.490924954530492,3,1,0,0,1,1,0,19,1.0,0.9353862561677632,10,0.9,0.9970887660980224,1.0,1.0151508649190266,3,0.7142857142857143,0.9321341855185372,7,1.0,0.8253970623016358,5,1.0,0.915442943572998,1,1.0,0.7990138530731201,1,,,0,1.0,0.7958455085754395,2,1.0,0.9798238277435303,3,1.0,1.110641098022461,5,1.0,1.1290155251820881,3,0.9333333333333333,0.9333333333333333,0.9,0.8333333333333334,0.7333333333333333
P13,2,C,Vibrotactile finger guidance,gamma,γ,1799551287-γ-7,P13-T02-Cγ,haptic,30,True,manual,0.05943380991617836,1.0,30,0,0.9666666666666667,0.9666666666666667,1.0,0.8710086981455485,0.8710086981455485,0.8662047221742827,0.8416430950164795,0.17849258381113353,0.6158437728881836,1.5043177604675293,1.1097149848937988,-0.00930777699318823,1.0,0.9341600894927978,0.9333333333333333,0.8078573067982991,0.0,0,1,,0,0,0.0,0.26666666666666666,0.6551158194619378,0.40236536590425,4,4,0,0,0,0,0,13,1.0,0.7886665784395658,16,0.9375,0.9336880296468735,0.75,0.9081142544746399,4,1.0,0.6532089710235596,1,1.0,0.7734571297963461,3,1.0,0.847618579864502,2,1.0,0.8584450483322144,4,1.0,0.7783153057098389,2,1.0,0.8079476356506348,4,1.0,0.8637830257415772,5,1.0,0.8936036825180054,2,1.0,1.1668875217437744,3,1.0,0.9666666666666667,0.9,0.8333333333333334,0.7333333333333333
P13,3,B,Visual finger-cue guidance,alpha,α,1799551287-α-6,P13-T03-Bα,visual,30,True,auto,0.05823861757914223,1.0,30,0,1.0,1.0,1.0,0.9010082165400187,0.9010082165400187,0.9010082165400187,0.8161818981170654,0.21340352358403214,0.6450319290161133,1.3724610805511475,1.3591632843017578,-0.005775005851889879,1.0,0.914509391784668,1.0,0.8875070412953695,0.0,0,0,,0,0,0.0,0.13333333333333333,0.6824029233533891,0.4492408377861678,0,1,0,0,0,0,0,19,1.0,0.9009252723894621,10,1.0,0.8788860321044922,1.0,0.7821292877197266,1,1.0,1.0512645244598389,2,1.0,0.8468588829040528,5,1.0,0.9155858357747396,6,1.0,1.1921041011810303,3,1.0,0.7574888467788696,2,1.0,0.8340386549631754,3,1.0,0.8300519784291586,3,1.0,0.831788957118988,4,1.0,1.0070610046386719,1,1.0,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.8666666666666667
P13,4,C,Vibrotactile finger guidance,beta,β,1799551287-β-2,P13-T04-Cβ,haptic,30,True,auto,0.05800258318583168,1.0,30,0,1.0,1.0,1.0,0.6385913372039795,0.6385913372039795,0.6385913372039795,0.6261788606643677,0.1724000253267555,0.40030407905578613,1.0965049266815186,0.9466550350189209,-0.005796896814636977,1.0,0.6857359568277995,1.0,0.5914467175801595,0.0,0,0,,0,0,0.0,0.3,0.6289151332540743,0.34810428842599545,3,0,0,0,1,1,0,16,1.0,0.593885213136673,13,1.0,0.6583901368654691,1.0,1.0965049266815186,1,1.0,0.6119629542032877,3,1.0,0.8321750164031982,2,1.0,0.6879976749420166,5,1.0,0.8398870627085367,3,1.0,0.619689404964447,4,1.0,0.5107779502868652,2,1.0,0.4482158422470093,6,1.0,0.5026506185531616,2,1.0,0.7032184600830078,2,1.0,1.0,1.0,0.9,0.7
P13,5,C,Vibrotactile finger guidance,gamma,γ,1799551287-γ-5,P13-T05-Cγ,haptic,30,True,manual,0.057449960708618186,1.0,30,0,1.0,1.0,1.0,0.70425918896993,0.70425918896993,0.70425918896993,0.6591370105743408,0.19879180576910752,0.4751012325286865,1.4037461280822754,1.0195701122283936,0.0023664091532434586,1.0,0.6980514208475749,1.0,0.7104669570922851,0.0,0,0,,0,0,0.0,0.3333333333333333,0.5960799465531911,0.3339757597604448,3,6,0,0,1,1,0,12,1.0,0.7429975469907125,17,1.0,0.6723074211793787,1.0,0.8979295492172241,4,1.0,0.9641015529632568,2,1.0,0.5607903798421224,3,1.0,0.7924693822860718,2,1.0,0.7774065335591634,3,1.0,0.645472240447998,5,1.0,0.5350109736124674,3,1.0,0.5304031372070312,2,1.0,0.6219580173492432,3,1.0,0.7497501373291016,3,0.9333333333333333,0.8666666666666667,0.8,0.7666666666666667,0.6666666666666666
P13,6,C,Vibrotactile finger guidance,alpha,α,1799551287-α-3,P13-T06-Cα,haptic,30,True,manual,0.057533884048461936,1.0,30,0,1.0,1.0,1.0,0.5725483735402425,0.5725483735402425,0.5725483735402425,0.5245300531387329,0.17781820324779277,0.32830190658569336,1.0754601955413818,0.8933868408203125,-0.0025997655145053207,1.0,0.5749398390452067,1.0,0.5701569080352783,0.0,0,0,,0,0,0.0,0.3333333333333333,0.6087970034060406,0.33687806400089987,7,7,0,0,0,0,0,20,1.0,0.5325470805168152,9,1.0,0.6308260758717855,1.0,0.8722618222236633,4,1.0,0.5133100986480713,5,1.0,0.6983674764633179,2,1.0,0.754428505897522,2,,,0,1.0,0.46788346767425537,4,1.0,0.48289564677647184,7,1.0,0.4611256917317708,3,1.0,0.5031595230102539,2,1.0,0.5737619400024414,1,1.0,0.9666666666666667,0.8666666666666667,0.7333333333333333,0.6333333333333333
P13,7,C,Vibrotactile finger guidance,beta,β,1799551287-β-7,P13-T07-Cβ,haptic,30,True,auto,0.06176536877950034,1.0,30,0,1.0,1.0,1.0,0.6039817174275716,0.6039817174275716,0.6039817174275716,0.6004785299301147,0.1283841333344194,0.3428637981414795,0.835637092590332,0.8221518993377686,-0.002667455280715552,1.0,0.6152310371398926,1.0,0.5927323977152507,0.0,0,0,,0,0,0.0,0.13333333333333333,0.6821784991056098,0.44401078741095823,0,1,0,0,0,0,0,15,1.0,0.5689211050669353,14,1.0,0.6443423543657575,1.0,0.6577839851379395,2,1.0,0.5912319819132487,6,1.0,0.6771032214164734,4,1.0,0.6528491973876953,2,1.0,0.7640031576156616,2,1.0,0.6030637741088867,5,1.0,0.4842556317647298,3,1.0,0.44663006067276,4,1.0,0.6376161575317383,1,1.0,0.8221518993377686,1,1.0,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.8666666666666667
P13,8,B,Visual finger-cue guidance,gamma,γ,1799551287-γ-4,P13-T08-Bγ,visual,30,True,auto,0.05852781931559242,1.0,30,0,0.9666666666666667,0.9666666666666667,1.0,0.9253555218378703,0.9253555218378703,0.9314284735712511,0.881259560585022,0.19936844637146367,0.6068868637084961,1.4512217044830322,1.2955760955810547,-0.000508402239891791,0.9333333333333333,0.9262912114461263,1.0,0.9244198322296142,0.0,0,1,,0,0,0.0,0.16666666666666666,0.703005345289021,0.526737366304,3,4,0,0,0,0,0,12,1.0,0.812506377696991,17,0.9411764705882353,0.992047997081981,1.0,0.7372617721557617,1,1.0,0.9206293651035854,7,1.0,0.8674359321594238,1,1.0,1.1011596322059631,4,1.0,0.9210917154947916,3,1.0,0.7575232982635498,2,1.0,0.8603110313415527,3,,,0,0.8,0.9557575702667236,5,1.0,0.9172202944755554,4,0.9666666666666667,0.9,0.9,0.8,0.8
P13,9,A,Key-only practice,beta,β,1799551287-β-1,P13-T09-Aβ,key-only,30,True,auto,0.05714526176452639,1.0,30,0,0.26666666666666666,0.26666666666666666,1.0,0.5652276436487834,0.5652276436487834,0.6696179211139679,0.5080488920211792,0.2762563093466307,0.30635499954223633,1.6985869407653809,1.1754670143127441,-0.013216514343414476,0.3333333333333333,0.6606258233388265,0.2,0.46982946395874026,0.0,0,22,,0,0,0.0,0.23333333333333334,0.21010946136810743,0.4143212403597002,3,0,0,0,0,0,0,16,0.25,0.5421289801597595,13,0.23076923076923078,0.5064752835493821,0.0,0.48229138056437176,3,0.5,0.7163169384002686,2,0.2,0.693055248260498,5,0.0,0.5746135711669922,2,0.0,0.57471764087677,2,0.6666666666666666,0.4627273877461751,3,1.0,0.8351233800252279,3,0.0,0.47281765937805176,3,0.3333333333333333,0.4357900619506836,3,0.0,0.42350178956985474,4,0.3,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.13333333333333333
P13,10,A,Key-only practice,alpha,α,1799551287-α-1,P13-T10-Aα,key-only,30,True,auto,0.057091140747070335,1.0,30,0,0.16666666666666666,0.16666666666666666,1.0,0.4570936918258667,0.4570936918258667,0.4205179691314697,0.43880128860473633,0.1034430216646201,0.30991601943969727,0.8498690128326416,0.6014928817749023,-0.003957397547924479,0.26666666666666666,0.4844314257303874,0.06666666666666667,0.429755957921346,0.0,0,25,,0,0,0.0,0.3,0.11197741287855693,0.35333037049656724,0,0,0,0,0,0,0,21,0.19047619047619047,0.4473206656319754,8,0.125,0.4336509704589844,,,0,0.0,0.42014630635579425,3,0.2,0.4732781410217285,5,0.0,0.43252718448638916,6,0.0,0.5726695855458578,3,0.0,0.5788594484329224,2,0.3333333333333333,0.47092707951863605,3,1.0,0.36408623059590656,3,0.0,0.40386831760406494,2,0.0,0.43410460154215497,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.03333333333333333
